id,courses_title,degree_field,exp_duration,url,skills,skill_1,skill_2,skill_3,cert_titles,exp_group
hungwenc,"['computer architecture', 'design application virtual instruments', 'object oriented programming language', 'practical data structure algorithms', 'computer vision', 'database application design', 'design complex websites', 'introduction operating system', 'machine learning', 'matrix methods signal processing', 'data analysis machine learning', 'probability random processes', 'information visualization', 'linear systems theory']","['Electrical and Computer Engineering', 'Mechanical Engineering and Related Fields']",63,https://www.linkedin.com/in/hungwenc,"['Java', 'Python', 'Hadoop']",java programming,python programming,hadoop administration,[],0
dhruvsharma1992,"['big data using pyspark', 'computer architecture', 'deep learning music generation', 'distributed systems', 'graduate algorithms', 'image recognition using deep learning', 'principles ai: probabilistic reasoning decision making', 'trends recommendation systems user behavior modeling', 'ubiquitous computing', 'web mining recommendation systems', 'database management systems', 'machine learning', 'object oriented programming', 'operating systems', 'pattern recognition']","['Computer Science and Engineering', 'Information Systems and Communication']",25,https://www.linkedin.com/in/dhruvsharma1992,"['Data', 'Code', 'Efficient']",data analysis,code optimization,efficient coding,['Microsoft Trained Professional (070-483) – Programming in C# Certification'],0
caitlinsmallwood,[''],"['Industrial Engineering and Operations Research', 'Philosophy and Related Fields']",305,https://www.linkedin.com/in/caitlinsmallwood,"['Data', 'Data', 'Business']",data analysis,data visualization,business intelligence,[],2
mayarao,[''],['Computer Science and Engineering'],143,https://www.linkedin.com/in/mayarao,"['Automation', 'Appium', 'Python']",automation testing,appium integration,python programming,['Java 2 Certification'],1
kulkarnisudhanshu,"['analog digital integrated circits', 'computer communication networks', 'computer programming', 'data compression encryption', 'digital commpunication', 'electronic devices circuits', 'microprocessors microcontrollers', 'neural newtork fuzzy logic', 'principles control systems', 'satellite communication', 'signals systems', 'business analytics', 'data administration concepts database management', 'data analytics', 'data science', 'enterprise it consultation', 'enterprise risk management', 'information management technology', 'information policy', 'information visualization', 'lean six sigma', 'management principles information professionals', 'managing information systems projects']","['Information Systems Management and Technology', 'Data Science and Analytics', 'Information and Telecommunication Technologies', 'Computational Mathematics and Engineering', '']",74,https://www.linkedin.com/in/kulkarnisudhanshu,"['Data', 'Visualization', 'Data']",data warehousing,data visualization,data analysis,"['Tableau Analyst', 'Tableau Data Scientist', 'Microsoft Office Specialist Office Excel® 2016', 'Certified Associate in Project Management (CAPM)', 'Advanced Google Analytics', 'Google Analytics for Beginners', 'Google Analytics Individual Qualification']",0
knorms,"['software engineering', 'computer vision', 'deep learning', 'design implementation programming languages', 'analysis algorithms', 'computer architecture', 'data structures', 'discrete math', 'java', 'python']","['Computer Science and Engineering', 'STEM']",134,https://www.linkedin.com/in/knorms,"['Data', 'Programming', 'Machine']",data analysis,ruby programming,machine learning,[],1
syedfawad,[''],['Industrial Engineering Cluster'],125,https://www.linkedin.com/in/syedfawad,"['Cybersecurity', 'Hardware', 'Windows', 'deployment']",cybersecurity fundamentals,hardware installation,windows 10 deployment,['Six Sigma Green Belt'],1
kasturideshmukh,[''],['Electrical and Computer Engineering'],91,https://www.linkedin.com/in/kasturideshmukh,"['XML', 'Management', 'JSON']",xml parsing,thread management,json manipulation,[],0
andrew-machina-3ab4b237,[''],['Software Engineering and Computing Technologies'],148,https://www.linkedin.com/in/andrew-machina-3ab4b237,"['Web', 'UI', 'Programming']",web development,ui design,programming,[],1
adrian-petersen-oropeza-877330a2,[''],"['Cybersecurity and Information Security', 'Information Technology']",125,https://www.linkedin.com/in/adrianoropeza,"['Incident', 'Vulnerability', 'Threat']",incident response,vulnerability scanning,threat detection,"['Microsoft Certified: Cybersecurity Architect Expert', 'Microsoft Certified: Identity and Access Administrator Associate', 'Microsoft Certified: Security Operations Analyst Associate', 'Microsoft Certified: Azure Fundamentals', 'CompTIA CySA+ ce Certification', 'Technical Certificate - Cybersecurity & Ethical Hacking', 'Technical Certificate - Information Technology', 'Check Point Certified Security Administrator (CCSA)', 'NSE1', 'NSE2', 'Kaseya Certified Administrador BMS', 'Kaseya Certified Administrador VSA']",1
dulanjalie,"['fault-tolerant computing', 'topics computer networking', 'algebraic coding theory', 'analysis algorithms', 'applications random processes', 'computer architecture', 'digital image processing', 'engineering risk analysis', 'information theory', 'internet engineering', 'machine learning', 'mathematical modeling large data sets', 'optimization methods-control communication', 'principles digital communications']","['Electrical and Computer Engineering', 'Electrical and Computer Engineering', 'Electrical Engineering and Electronics']",165,https://www.linkedin.com/in/dulanjalie,"['Data', 'Network', 'Network']",data analysis,network design,network troubleshooting,[],1
alexanderthclark,[''],"['Quantitative Economics and Mathematics', 'Quantitative Economics and Mathematics']",143,https://www.linkedin.com/in/alexanderthclark,"['Data', 'Statistical', 'Data']",data analysis,statistical modeling,data visualization,[],1
max-welker-ab446a157,[''],['Engineering and Applied Sciences'],59,https://www.linkedin.com/in/max-welker-ab446a157,"['Continuous', 'optimization', 'Stress']",continuous improvement,process optimization,stress management,[],0
brett-wittmuss-77b99b88,[''],['Mechanical Engineering and Related Fields'],51,https://www.linkedin.com/in/brett-wittmuss,"['3D', 'Sheet', 'Design', 'Certification']",3d modeling,sheet metal design,solidworks certification,[],0
morten-torkildsen-7843546,"['applied economics managers', 'business strategy role it', 'competitive dynamics strategy - winning technology markets', 'data', 'models decisions', 'disruptive technologies: predator or prey', 'financial management', 'financial managerial accounting', 'how develop breakthrough products services', 'innovation strategy', 'management supply networks', 'marketing management', 'power negotiation', 'special seminar management (15.s20)', 'special seminar management (15.s21)']","['Information Technology and Management', 'Strategic Management and Innovation', 'Computer Science and Engineering']",363,https://www.linkedin.com/in/morten-torkildsen-7843546,"['Test-driven', 'Ruby', 'Rails', 'Spring', 'development']",test-driven development,ruby on rails development,spring boot development,"['Project Management Professional', 'TOGAF 8.1.1 Certification', 'SpringSource Certified Professional - Spring Framework 2.5', 'IBM Certified System Administrator - Websphere Application Server, Network Deployment, V6.1', 'Sun Certified Enterprise Architect for the Java Platform, Enterprise Edition 5', 'Sun Certified Developer for Java Web Services', 'Sun Certified Business Component Developer for the Java Platform, Enterprise Edition 5', 'Sun Certified Web Component Developer for the Java Platform, Enterprise Edition 5', 'Sun Certified Programmer for the Java Platform, Standard Edition 6']",2
paritosh-raghunand,[''],"['Mechanical Engineering and Related Fields', 'Mechanical Engineering and Related Fields']",94,https://www.linkedin.com/in/paritosh-raghunand,"['Fabrication', 'Metalworking', 'CAD', 'proficiency']",fabrication techniques,metalworking knowledge,cad modeling proficiency,"['Master of Science in Mechanical Engineering', 'SOLIDWORKS: Simulation for Finite Element Analysis', 'Siemens NX: Design for Injection Molding']",0
nick-buchanan,[''],['Mechanical Engineering and Related Fields'],232,https://www.linkedin.com/in/nick-buchanan,"['Sheet', 'and', 'Advanced', 'techniques']",sheet metal design,dimensioning and tolerancing,advanced modeling techniques,"['AIARE 1', 'Race License', 'Race License']",1
andreychoi,"['basic switching routing', 'data modeling design', 'introduction routing: cisco', 'network fundamentals: cisco', 'struct query language', 'wan technologies', 'computer architecture', 'networks', 'operating systems', 'computer components operations', 'data structures', 'electric circuits', 'foundations computer science', 'introduction algorithms', 'introduction engineering design', 'laboratory introduction embedded control', 'networking laboratory', 'programming cognitive science ai']","['Computer Systems and Systems Engineering', '', 'Information Technology']",99,https://www.linkedin.com/in/andreychoi,"['Spring', 'RESTful', 'high']",spring framework,restful api development,aws high availability,['Internet Core Computing Certification'],0
cjdiaz,[''],['Computer Science and Engineering'],54,https://www.linkedin.com/in/cjdiaz,"['Continuous', 'Jenkins', 'Test']",continuous delivery,jenkins automation,test automation,[],0
jovesluo,[''],"['Computer Science and Engineering', 'Software Engineering and Computing Technologies', 'Computer Science and Engineering']",129,https://www.linkedin.com/in/jovesluo,"['Apollo', 'Hadoop', 'Security']",apollo development,hadoop administration,security assessment,[],1
xu-liu-098678120,[''],"['School and Education', 'Computer Science and Engineering', 'Electrical Engineering and Electronics', 'Electrical Engineering and Electronics']",110,https://www.linkedin.com/in/xu-liu-098678120,"['Data', 'Machine', 'Data']",data analysis,machine learning,data mining,[],1
shawn-lorenz-6482866,[''],"['VLSI Engineering', 'Electrical and Computer Engineering']",140,https://www.linkedin.com/in/shawn-lorenz-6482866,"['GUI', 'Audio', 'Data']",gui design,audio synthesis,data analysis,[],1
erniesvehla,[''],[],475,https://www.linkedin.com/in/erniesvehla,"['Mobile', 'interface', 'Programming']",mobile app development,user interface design,programming,['Certified Java 2 Programmer'],2
kent-wesson-08a75a50,[''],"['Web Development and Design', 'Telecommunications and Electronics']",290,https://www.linkedin.com/in/kent-wesson-08a75a50,['organization'],self-discovery,environmental stewardship,digital organization,"['Management Excellence at Microsoft: Model, Coach, Care', 'Speaking Confidently and Effectively', 'Effective Listening', 'Microsoft Datacenter Operations Services Inventory & Asset Management Specialist', 'Accessibility in Action', 'How to Rock an Interview', 'Interpersonal Communication', 'Microsoft Teams Quick Tips', 'The Five Thieves of Happiness (getAbstract Summary)', 'Defining and Achieving ""Success""', 'Being an Effective Team Member', 'Creating a Career Plan', 'How Getting Curious Helps You Achieve Everything', 'Improving Your Judgment for Better Decision-Making', 'Improving Your Listening Skills', 'Job Skills: Supply Chain and Operations', 'Managing Logistics', 'Strategic Thinking', 'Supply Chain Basics For Everyone', 'The Six Morning Habits of High Performers', 'What to Do in the First 90 Days of Your New Job', 'CPR/AED/First Aid']",2
derek-yang-a3798a160,[''],['Computer Science and Engineering'],39,https://www.linkedin.com/in/derek-yang-a3798a160,"['Python', 'Data', 'Machine', 'Data Foundations and Algorithmics']",python programming,data serialization,machine learning algorithms,[],0
jiahui-zhang-70993ba0,[''],"['Languages and Literature', 'Computational Sciences and Engineering', 'Statistical Sciences', 'Natural and Applied Sciences']",24,https://www.linkedin.com/in/jiahui-i-zhang,"['Mobile', 'Computing']",mobile app development,data analysis,cloud computing,"['Principles, Statistical and Computational Tools for Reproducible Science', 'A/B Testing', 'Deep Learning Specialization, deeplearning.ai', 'Machine Learning Specialization, University of Washington', 'Python for Everybody Specialization, University of Michigan', 'Social and Economic Networks: Models and Analysis, Stanford University', 'Text Mining and Analytics, UIUC', 'MongoDB for Developers', 'SQL', 'Statistical Learning', 'JSON Data', 'On-Line Analytical Processing', 'Text Retrieval and Search Engines, UIUC', 'XML Data', 'Improving your Statistical Inferences, Eindhoven University of Technology', 'Learning From Data, Caltech', 'Machine Learning, Stanford University', 'Bayesian Statistics: From Concept to Data Analysis (with Honors), UC Santa Cruz', 'Introduction to Programming with MATLAB, Vanderbilt University', 'Financial Markets, Yale University']",0
